,Sr. No.,Date (dd/mm/yyyy),Startup Name,Industry/ Vertical,Sub-Vertical,City / Location,Investors’ Name,Investment Type,Amount (in USD)
1229,12.,8/12/2017,Inshorts,Technology,Mobile News Curation App,Noida,Tiger Global,Private Equity,"5,000,000"
1230,13.,11/12/2017,Vahdam Tea,E-Commerce,Online Platform Selling Indian Tea Globally,Delhi,"Singapore Angel Network, Mumbai Angel",Private Equity,"1,500,000"
1231,14.,11/12/2017,Logic Roots,Technology,Educational Platform to Learn Mathematics,Mumbai,Village Capital,Seed/Angel Funding,"50,000"
1232,15.,11/12/2017,Project Mudra,Technology,Assisting Visually Impaired to learn through Braille,Bengaluru,Village Capital,Seed/Angel Funding,"50,000"
1233,16.,11/12/2017,Furlenco,Technology,Furniture Rental Platform,Bengaluru,Aamir Khan,Debt Funding,"1,200,000"
1234,17.,12/12/2017,I Can Stay,Technology,Hotel Aggregator Platform,Delhi,HT Media,Private Equity,"1,800,000"
1235,18.,12/12/2017,Fracktal Works,Technology,Platform based on 3D printing and Digital Manufacturing,Bengaluru,Hyderabad Angels,Seed/Angel Funding,N/A
1236,19.,12/12/2017,Simility,Technology,Adaptive Fraud Intelligence Platform,Hyderabad,Accel Partners,Private Equity,"17,500,000"
1237,20.,12/12/2017,Shopholix,E-Commerce,Fashion and Lifestyle Coupon Platform,Gurgaon,Munesh Khanna,Seed/Angel Funding,"233,000"
1238,21.,13/12/2017,MindTickle,Technology,Gamification Platform to train Sales People,Pune,Canaan Partners,Private Equity,"27,000,000"
1239,22.,13/12/2017,Nazara Technologies,Technology,Mobile Games Development Firm,Mumbai,Rakesh Jhunjhunwala,Private Equity,"27,000,000"
1240,23.,13/12/2017,DocsApp,Technology,Mobile Application for Doctor Consultation,Bengaluru,Bessemer Venture Partners,Private Equity,"7,200,000"
1241,24.,13/12/2017,Capita World,Technology,Artificial Intelligence Platform to Raise Funds,Mumbai,"Mohan Tanksale, Kiran Shetty, Darshak Shah, Mandar Mhatre",Private Equity,N/A
1242,25.,14/12/2017,Tea Box,E-Commerce,Fresh Indian Tea Selling Platform across 112 countries,Bengaluru,RB Investments,Private Equity,"7,000,000"
1243,26.,14/12/2017,Transversal Technologies,Technology,Hyperlocal Video Information Sharing Platform,Bengaluru,Matrix Partners,Private Equity,"6,000,000"
1244,27.,14/12/2017,Curofy,Technology,Mobile App for Network of Doctors,Gurgaon,RoundGlass Partners LLC,Seed/Angel Funding,"250,000"
1245,28.,14/12/2017,HomeLane,E-Commerce,Online Furniture Marketplace,Bengaluru,"Accel Partners, Sequoia Capital, RB Investments",Private Equity,"10,000,000"
1246,29.,14/12/2017,WeDoSky,Technology,Provides Business Insights using Drone Imaginary,Delhi,Mumbai Angels Network,Private Equity,N/A
1247,30.,15/12/2017,Purplle,E-Commerce,Beauty Products Online Marketplace,Mumbai,"Mountain Pain Capital, Suncoast Investments",Seed/Angel Funding,"537,000"
1248,31.,15/12/2017,Cash Suvidha,E-Commerce,Online Micro-Lending Platform,Delhi,N/A,Debt Funding,"2,700,000"
1249,32.,18/12/2017,Sky Met Weather,Technology,Weather Forecast Platform,Noida,InsuResillience Investment Fund,Private Equity,N/A
1250,33.,19/12/2017,Springboard,Technology,Online Courses and Mentoring from Experts,Bengaluru,"Costanoa, Learn Capital, Jyoti Bansal",Private Equity,"9,500,000"
1251,34.,19/12/2017,Peel Works,Technology,SaaS based Big Data Analytics Platform,Mumbai,Unilever Ventures,Private Equity,N/A
1252,35.,19/12/2017,9Stacks,Technology,Online Poker Platform,Delhi,"Swati Gupta, Purnima Khandelwal, Maheshwar Peri, Sanjay Singh",Private Equity,"1,500,000"
1253,36.,20/12/2017,Your Quote,Technology,Vernacular and Video Content Platform,Bengaluru,"Axilor Ventures, E-City VEntures Atul Goel",Private Equity,"1,000,000"
1254,37.,20/12/2017,Spandana Sphoorty,Finance,Micro finance institution providing small ticket unsecured loans to women,Hyderabad,"Kedaraa Capital, Ontario Teachers'",Private Equity,"19,500,000"
1255,38.,21/12/2017,Indus OS,Technology,Regional Operating System for Smartphones,Mumbai,Omidyar Network,Private Equity,"4,000,000"
1256,39.,21/12/2017,EasyEcom,E-Commerce,Ecommerce enabler platform,Bengaluru,"Ambarish Gupta, Aneesh Reddy, Bold Ventures, Vona Investments",Seed/Angel Funding,"150,000"
1257,40.,21/12/2017,IGP.com,E-Commerce,Online Gifting Platform,Uttar Pradesh,Venture Catalysts,Private Equity,N/A
1258,41.,26/12/2017,Specsmakers,E-Commerce,Online Spects Platform for Men and Women,Chennai,Eight Roads Ventures India,Private Equity,"10,000,000"
1259,42.,27/12/2017,Garage On Road,E-Commerce,Online vehicle service booking platform,Noida,Gaurav Gupta,Private Equity,N/A
1260,43.,27/12/2017,Foyr.com,Technology,Realty Tech Startup solving real life Interior Designing problems ,Hyderabad,Jones Lang LaSalle,Private Equity,"3,800,000"
1261,1,02/11/2015,Twigly,Online Food Ordering & Delivery platform,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,"200,000",
1262,2,02/11/2015,CityFlo,Bus Aggregation and rental mobile app,Mumbai,IDG Ventures,Seed Funding,"750,000",
1263,3,03/11/2015,Findyahan,hyperlocal online Services platform,Noida,Times Group Brand Capital,Private Equity,N/A,Bridge funding
1264,4,03/11/2015,Sabse,WiFi – first Cloud communication platform,Mumbai,Ratan Tata,Private Equity,N/A,N/A
1265,5,03/11/2015,Pokkt,Alternate Mobile Monetization platform,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel’s Innov8, Jungle Ventures, K Ganesh",Private Equity,"5,000,000",Series B
1266,6,03/11/2015,boibanit,Online Food Ordering Marketplace,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,"150,000",
1267,7,03/11/2015,Stuffed,Quick Service Restaurant & Online Delivery,Mumbai,Riqueza Capital,Seed Funding,"385,000",Funding happened in Sept 2015
1268,8,03/11/2015,LoanBaba,Online Loans Marketplace,Mumbai,N/A,Seed Funding,"320,000",
1269,9,03/11/2015,Deyor Rooms,Budget Hotels Aggregator,New Delhi,Dheeraj Jain & Others,Seed Funding,"500,000",
1270,10,03/11/2015,Bidgely,Efficient Energy Management platform,USA/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,"16,600,000",Series B
1271,11,04/11/2015,Shirsa Labs,Digital Intelligent learning platform,Mumbai,ah! Ventures,Seed Funding,"250,000",
1272,12,04/11/2015,Paytunes,Voice Call incentivization mobile app,New Delhi,CIO Angel Network,Seed Funding,N/A,
1273,13,04/11/2015,YourDOST,Online Counselling and psychological support platform,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,"400,000",
1274,14,05/11/2015,BookMyBai,Domestic Help Aggregation platform,Mumbai,Vineel Nalla & Others,Seed Funding,"150,000",
1275,15,05/11/2015,MyIndianStay,Home Stay & room rentals platform,Goa,Undisclosed investors,Seed Funding,"200,000",
1276,16,05/11/2015,Bobble,Selfie Mobile App,New Delhi,SAIF Partners & others,Private Equity,N/A,Series A
1277,17,06/11/2015,RepUp,Online Reputation Management Platform,Gurgaon,Indian Angel Network,Seed Funding,N/A,
1278,18,06/11/2015,Satvacart,Online Grocery platform,Gurgaon,Undisclosed HNIs,Private Equity,"1,800,000",Pre-Series A Bridge
1279,19,06/11/2015,POPxo.com,Online content platform for women,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,"2,000,000",Series A
1280,20,06/11/2015,SparesHub,Online Vehicle Spare Parts etailer,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,"460,000",Pre-Series A
1281,21,06/11/2015,Explara,Event Ticketing platform,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,"490,000",Pre-Series A
1282,22,06/11/2015,Soothe Healthcare,affordable Personal Healthcare Products,Noida,Saina Nehwal,Seed Funding,N/A,2nd seed funding
1283,23,06/11/2015,Yuvi Hospitality,Premium dining Lounges & restaurants,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,"15,000,000",Series A
1284,24,09/11/2015,AppVirality,"Mobile Growth Hacking
Platform",Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,  Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,"500,000",Pre-Series A
1285,25,09/11/2015,iStar Skill Development,Skill Training Startup,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,"1,500,000",Series A
1286,26,09/11/2015,BigStylist.com,Beauty and Wellness Marketplace,Mumbai,Info Edge,Private Equity,"1,000,000",Pre-Series A
1287,27,09/11/2015,Zilingo,Marketplace App for Bangkok,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,"1,900,000",Series A
1288,28,09/11/2015,Didi,On-demand Maids Service Provider,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,"150,000",
1289,29,09/11/2015,Skoov.com,eCommerce Product Search Engine,Mumbai,undisclosed investor,Seed Funding,"150,000",
1290,30,10/11/2015,Chefs Basket,Ready to cook packaged Foods,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,"6,000,000",Series A
1291,31,11/11/2015,Gingercrush,Product Customization Platform,Vadodara,TV Mohandas Pai’s family office,Seed Funding,N/A,
1292,32,11/11/2015,Delight Foods,Branded Food products online sales,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,"600,000",Series A
1293,33,11/11/2015,6Degree,Talent platform for Fashion professionals,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,N/A,
1294,34,11/11/2015,RenewBuy,Auto Insurance Online platform,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,"500,000",
1295,35,11/11/2015,Grab,Hyperlocal Logistics Service Provider,Mumbai,Sixth Sense Ventures,Seed Funding,N/A,
1296,36,12/11/2015,Hitwicket,Cricket Management Mobile Game,Hyderabad,Chennai Angels,Seed Funding,"250,000",
1297,37,13/11/2015,Flashdoor,On Demand Laundry Service platform,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,N/A,
1298,38,16/11/2015,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,Gurgaon,Kalaari Capital,Private Equity,"3,700,000",Series A
1299,39,16/11/2015,Absentia,Virtual Reality Headset creator,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,"180,000",
1300,40,16/11/2015,Renowala,Home Improvement Service platform,Hyderabad,Logtally,Seed Funding,N/A,
1301,41,16/11/2015,TaskBucks,mobile-only tasks marketplace,New Delhi,Times Internet,Private Equity,"15,000,000",Strategic Investment
1302,42,17/11/2015,CraftsVilla,Women Ethnic Wear  Online Marketplace,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,"34,000,000",Series C
1303,43,17/11/2015,Julia Computing,Numerical Computing & Data Science Platform,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,"600,000",
1304,44,17/11/2015,StyleTag,Designer fashion Jewellery Marketplace,Bangalore,Jitu Virwani,Seed Funding,"7,500,000",
1305,45,17/11/2015,Smytten,Online Products Discovery Platform,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,"200,000",
1306,46,17/11/2015,BiBox,Kids Tool kit for Innovation platform,Bangalore,Ravi Krishnamurthy,Seed Funding,"530,000",
1307,47,17/11/2015,Convegenius,Mobile Learning Solutions,Noida / Singapore,Enablers platform,Seed Funding,"300,000",
1308,48,18/11/2015,Ola,Car Aggregator & Retail Mobile App,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,"500,000,000",Series F ( More Details Here)
1309,49,18/11/2015,Goodbox,conversational commerce mobile app,Bangalore,Nexus Venture Partners,Private Equity,"2,500,000",Series A
1310,50,18/11/2015,ScoopWhoop,Viral Content web Platform,New Delhi,Kalaari Capital,Private Equity,"4,000,000",Series A
1311,51,18/11/2015,Hipship,Express local delivery platform,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,N/A,
1312,52,18/11/2015,Pickrr,On-Demand Local Logistics provider,New Delhi,Palaash Ventures,Seed Funding,N/A,
1313,53,18/11/2015,Truelancer,Curated Freelancer Marketplace,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,N/A,
1314,54,19/11/2015,AHA Taxis,Online Taxi Rental Platform,Noida,ah! Ventures,Seed Funding,N/A,
1315,55,19/11/2015,UrbanClap,Mobile Services Marketplace,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,"25,000,000",Series B
1316,56,19/11/2015,SenseGiz,Smartwatch Maker,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,"500,000",
1317,57,19/11/2015,PlaceofOrigin,Online Gourmet Food Marketplace,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,  Ganapathy Venugopal.",Seed Funding,N/A,
1318,58,19/11/2015,Fourseven,Online Jewellery etailer,New Delhi,Indian Angel Network,Seed Funding,"455,000",
1319,59,20/11/2015,MindTickle,Sales & Productivity Software,Pune / US,New Enterprise Associates,Private Equity,"12,500,000",Series A
1320,60,20/11/2015,Shopsense,ecommerce related software product platform,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,N/A,Pre-Series A
1321,61,20/11/2015,Medinfi,Health-Tech platform,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,"305,000",
1322,62,20/11/2015,OUWT,Nightlife Discovery Mobile App,Mumbai,Undisclosed investors,Seed Funding,"150,000",
1323,63,20/11/2015,HeyPillow,Online Real Estate Marketplace,Bangalore,Hampton Capital,Private Equity,"3,000,000",Series A
1324,64,21/11/2015,Healers At Home,"Home Healthcare Services platform,",New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,N/A,
1325,65,21/11/2015,Caravan Craft,Indian Ethnic Crafts Etailer,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,"1,200,000",Series A
1326,66,21/11/2015,Talkoot,Social platform for traders and investors,Bangalore,Undisclosed investors,Seed Funding,"100,000",
1327,67,23/11/2015,RentoMojo,"Online Furniture, Home Appliances Rental Platform",Bangalore,"IDG Ventures India,  Accel Partners India",Private Equity,"2,000,000",Series A
1328,68,23/11/2015,Medikoe,Healthcare Services Discovery platform,Bangalore,Anil Menon,Seed Funding,"100,000",
1329,69,24/11/2015,Stylofie,Health and Beauty Services Marketplace,Gurgaon,Swastika,Seed Funding,"250,000",
1330,70,24/11/2015,ServX,Automotive Services platform,New Delhi,Manish Gupta,Seed Funding,N/A,
1331,71,24/11/2015,Naaptol,Online and TV Shopping Marketplace,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,"52,000,000",Late Stage
1332,72,24/11/2015,Crayon Data,Big Data Analytics Platform,Chennai/ Singapore,Ratan Tata,Private Equity,N/A,N/A
1333,73,25/11/2015,EarlySalary.com,Mobile App based Loan disbursement platform,Mumbai,Ashok Agarwal,Seed Funding,"1,500,000",
1334,74,25/11/2015,Tooler,On Demand Laundry Services App,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,"110,000",
1335,75,25/11/2015,S Chand,Education Content Provider,New Delhi,IFC Everstone Group,Private Equity,"27,000,000",N/A
1336,76,26/11/2015,Stelae,Content Management Software Solutions,Chennai,Earlsfield Capital,Private Equity,N/A,Pre-Series A
1337,77,26/11/2015,GoQii,Fitness Tracking Management Solutions,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,"13,400,000",Series B
1338,78,26/11/2015,Grofers,Hyper-local Grocery Delivery platform,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,"120,000,000",Late Stage
1339,79,26/11/2015,Pluss,Hyperlocal healthcare product Delivery Service provider,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,"1,000,000",Pre-Series A
1340,80,26/11/2015,KountMoney,Online Lending Marketplace,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,N/A,
1341,81,27/11/2015,StayGlad,On Demand Beauty Services Platform,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,N/A,Series A
1342,82,27/11/2015,JustRide,Self Driven Rental Car Platform,Mumbai,N/A,Private Equity,"2,000,000",Pre-Series A bridge round
1343,83,27/11/2015,Fastudent,Education Content etailer,Noida,Ashish Gupta,Seed Funding,N/A,
1344,84,27/11/2015,LearnOn,Clud based Learning platform,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,N/A,
1345,85,27/11/2015,Talentrack,Talent Exchange & Talent Services Marketplace,New Delhi,Unigrowth Inc,Seed Funding,N/A,
1346,86,28/11/2015,M-TAXI,Two-Wheeler Taxi Service,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,N/A,
1347,87,30/11/2015,Baxi,Two-Wheeler Taxi Service,Gurgaon,"Manish Kheterpal, Alok Mittal,  Puneet Dalmia,",Seed Funding,"1,450,000",
1348,88,30/11/2015,Superhero Brands,character merchandize sales platform,Mumbai,DSG Consumer Partners,Seed Funding,"540,000",
1349,89,30/11/2015,MoMagic,Mobile Application Developer,New Delhi,FIH Mobile Ltd,Private Equity,N/A,Strategic Investment
1350,90,30/11/2015,QikPod,Ecommerce Delivery locker services,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,"9,000,000",Series A
1351,91,30/11/2015,Butterfly Interactive,extra curricular activities marketplace app,New Delhi,Undisclosed investors,Seed Funding,N/A,
1352,92,30/11/2015,Bro4U,Hyperlocal Online Home services provider,Bangalore,Sargod Ventures,Seed Funding,N/A,
1353,93,,,,,,,,
1354,1,02/02/2017,Clodura,Technology,Intelligent Sales Assistant,Pune,Undisclosed Investors,Seed Funding,N/A
1355,2,03/02/2017,Stockroom.io,Consumer Internet,Curated Platform for Developers,Hyderabad,"Satya D Sinha, Gyanendra Singh",Seed Funding,N/A
1356,3,06/02/2017,Capital Float,Consumer Internet,Online lending platform,Bangalore,IFMR Capital Finance,Private Equity,"2,500,000"
1357,4,06/02/2017,iManageMyHotel,Technology,Hotel Management Solution,Kolkata,Jaarvis Accelerator,Seed Funding,N/A
1358,5,07/02/2017,Inner Hour,Consumer Internet,Online Counselling Platform,Mumbai,"Batlivala & Karani Securities, Venture Works",Seed Funding,"450,000"
1359,6,07/02/2017,Travel Triangle,Consumer Internet,Online travel agent marketplace,Noida,"RB Investments, SAIF Partners, Bessemer Venture Partners",Private Equity,"10,000,000"
1360,7,08/02/2017,Wandertrails,Consumer Internet,"Online Travel, Adventure & Activities Portal",Bangalore,Earlsfield Capital,Seed Funding,"1,000,000"
1361,8,08/02/2017,Zenatix,Technology,IoT Based Energy Monitoring & Control,Gurgaon,"pi Ventures, Blume Ventures",Private Equity,"1,200,000"
1362,9,08/02/2017,Cartrade,Consumer Internet,Automobile Classifieds Portal,Mumbai,Temasek Holdings,Private Equity,"55,000,000"
1363,10,08/02/2017,MindYourFleet,Technology,Car Rental Software Solutions,Noida,"Japan Vyas, Tarun Adlakha",Seed Funding,N/A
1364,11,08/02/2017,Edurev,Consumer Internet,Online Education Portal,Gurgaon,Facebook FB Start programme,Seed Funding,"40,000"
