,Date,Year,Month,Startup,IndustryVertical,SubVertical,City,InvestorName,InvestmentType,NewAmount
212,2020-07-09,2020.0,7.0,Melorra,E-commerce,"Online Jewelry Store
",Bengaluru,"Shadow Holdings, Lightbox.",Debt Financing,8900000.0
213,2020-07-09,2020.0,7.0,1mg,E-commerce,Online Pharmacy,Gurugram,"Gaja Capital, Tata Capital, Partners Group",In Progress,100000000.0
214,2020-08-31,2020.0,8.0,mfine,HealthTech,On-Demand Healthcare Services,Bengaluru,Caretech Pte Inc,Series B,5400000.0
215,2020-08-31,2020.0,8.0,Apna,Human Resources,Recruitment Platform,Bengaluru,Lightspeed India and Sequoia Capital India,Series A,8000000.0
216,2020-03-09,2020.0,3.0,Railofy,Transportation, WL & RAC protection platform,Mumbai,Chiratae Ventures,Seed,950000.0
217,2020-08-09,2020.0,8.0,Cell Propulsion,Automobile,Electric Mobility Solutions,Bengaluru,growX Ventures and Micelio,pre-Series A,0.0
218,2020-08-15,2020.0,8.0,Practo,HealthTech,Health care and Wellness,Bengaluru,"A1A Company
",Series F,32000000.0
220,2020-08-13,2020.0,8.0,"HungerBox
",FoodTech,Online Food Delivery Service,Bengaluru,"One97, Sabre Partners Trust, Pratithi Investment Trust, and Srihari Kumar",Undisclosed Investors,1560000.0
221,2020-04-08,2020.0,4.0,Dunzo,Hyper-local Logistics,Online Delivery Services,Bengaluru,Existing Backers,In Progress,30000000.0
222,2020-11-08,2020.0,11.0,Terra.do,EduTech,"Online Climate School, E-learning","Stanford, California, ","Stanford Angels and Entrepreneurs (India), BEENEXT Emerging Asia, Rainmatter Capital

",Seed,1400000.0
223,2020-12-08,2020.0,12.0,Classplus,EduTech,"E-learning, Online Tutoring

",Noida,Falcon Edge,In Progress,15000000.0
226,2020-07-08,2020.0,7.0,FreshToHome,E-commerce,Food Delivery,Bengaluru,Ascent Capital,Venture ,16200000.0
227,2020-08-13,2020.0,8.0,Eduvanz,FinTech,Financial Services,Mumbai,"Sequoia India, Unitus",Series A,5000000.0
228,2020-03-08,2020.0,3.0,CrowdPouch,FinTech,Financial Services,Bengaluru,Elina Investments Pvt. Ltd,Angel,0.0
229,2020-04-08,2020.0,4.0,DrinkPrime,Water Purification,Water Purification,Bengaluru,"Sequoia Surge, ON Mauritius",Pre-Series A,2880000.0
230,2020-07-15,2020.0,7.0,Flipkart,E-commerce,E-commerce,Bengaluru,"Walmart Inc
",M&A,1200000000.0
231,2020-07-16,2020.0,7.0,Vedantu,EduTech,Online Tutoring,Bengaluru,Coatue Management,Series D,100000000.0
232,2020-07-16,2020.0,7.0,Crio,EduTech,Learning Platform for Developers,Bengaluru,021 Capital,pre-Series A,934160.0
233,2020-07-14,2020.0,7.0,goDutch,FinTech,Group Payments,Mumbai,"Matrix India,Y Combinator, Global Founders Capital, Soma Capital, and VentureSouq.",Seed,1700000.0
234,2020-07-13,2020.0,7.0,"Mystifly
",Airfare Marketplace," Ticketing, Airline Retailing, and Post-Ticketing Services ",Singapore and Bangalore,"Recruit Co. Ltd.

",pre-Series B,3300000.0
235,2020-09-07,2020.0,9.0,JetSynthesys,Gaming and Entertainment,"Gaming and Entertainment

",Pune,"Adar Poonawalla and Kris Gopalakrishnan.
",Venture-Series Unknown,400000.0
236,2020-10-07,2020.0,10.0,"gigIndia
",Marketplace,"Crowd Sourcing, Freelance",Pune,Incubate Fund India and Beyond Next Ventures,pre-Series A,974200.0
237,2020-07-15,2020.0,7.0,PumPumPum,Automotive Rental,Used Car-leasing platform,Gurugram,Early Adapters Syndicate,Seed,292800.0
238,2020-07-14,2020.0,7.0,FLYX,OTT Player,Streaming Social Network,New York and Delhi,"Raj Mishra, founder of AIT Global Inc",pre-Seed,200000.0
239,2020-07-13,2020.0,7.0,Open Appliances Pvt. Ltd.,Information Technology,Internet-of-Things Security Solutions,Bengaluru,Unicorn India Ventures,Venture-Series Unknown,500000.0
240,2020-06-18,2020.0,6.0,Drishti Technologies,Technology,"Artificial Intelligence, Video Analytics",Mumbai,"Sozo Ventures
",Series B,25000000.0
241,2020-06-17,2020.0,6.0,Stellaps,AgriTech,"Farming, Dairy Management Apps",Bengaluru,"Stride Ventures
",Debt Financing,0.0
242,2020-06-17,2020.0,6.0,"Peppermint
",Industrial Robotics,Industrial Robotics,Mumbai,Venture Catalysts and Naveen Kshatriya,Seed,0.0
243,2020-06-16,2020.0,6.0,Jai Kisan,Rural FinTech,"AgriTech, Financial Services",Mumbai,Arkam Ventures and NABVENTURES Fund I,Pre-Series A,3934941.0
244,2020-06-16,2020.0,6.0,"Biomoneta
",BioTech,"HealthTech, Biotechnology Research",Bengaluru,"Beyond Next Ventures, ArthaVida Ventures and Dr. Aniruddha Malpani
",Seed,0.0
245,2020-06-15,2020.0,6.0,Sai Estate Management and Skills Institute,EdTech,"Education

",Mumbai,"Suniel Shetty
",Angel,0.0
246,2020-06-15,2020.0,6.0,"LetsTransport

",Logistics Solution Provider,"Logistics, Transportation, Travel",Bengaluru,Stride Ventures,Venture - Series Unknown,1311647.0
247,2020-10-06,2020.0,10.0,WayCool Foods,AgriTech,Food and Beverage,Chennai,Indusland Bank,Series C,5500000.0
248,2020-11-06,2020.0,11.0,Myelin Foundry,Deep Tech AI,Artificial Intelligence,Bengaluru,"Kris Gopalakrishnan’s family office — Pratithi.
",Seed,1000000.0
249,2020-10-06,2020.0,10.0,Hapramp,"Block Chain, Cryptocurrency","Block Chain, Cryptocurrency",Gurugram,Anand Mahindra,Seed,1000000.0
250,2020-05-21,2020.0,5.0,leap.club,Professional Network for Women,Professional Network for Women,Gurugram,"Whiteboard Capital (Sandeep Tandon’s VC fund), FirstCheque, Artha India Ventures, Sweta Rau (Founder, White Ventures), Amrish Rau (CEO Pinelabs, Founder Citrus Pay), Deepak Abbot (Former SVP, Paytm), and Harpreet Singh Grover (Co-founder, Co-Cubes) and others.
",Pre Seed,340000.0
251,2020-05-20,2020.0,5.0,Tring,Advertising,Celebrity Engagement Platform,Mumbai,"Tencent, Ark Impact, KoKalyan Krishnamurthy of Flipkart, Sujeet Kumar of Udaan, Gaurav Munjal of Unacademy, Keshav Sanghi of VentureWorks India, Roman Saini of Unacademy, Hemesh Singh of Unacademy, and Sumit Jain of Opentalk amongst others. 
",Angel,0.0
252,2020-05-20,2020.0,5.0,"Khatabook
",Utility Solutions Provider,"Financial Services, Accounting, Payments. ",Bengaluru,"B Capital Group, Sequoia India, Partners of DST Global, Tencent, GGV, RTP Global, Hummingbird Ventures, Falcon Edge Capital, Rocketship.vc, Unilever Ventures, Kevin Weil, Alexander Will, Kunal Shah, Kunal Bahl, and Rohit Bansal


",Series B,60000000.0
253,2020-05-19,2020.0,5.0,Vakilsearch,LegalTech,"Online professional services platform for lawyers, corporate bodies, and professionals in India.",Chennai,"Udaan co-founder, Sujeet Kumar",Series A,0.0
254,2020-05-19,2020.0,5.0,"Lendingkart
",FinTech,"Financial Services, Lending, Micro Lending.",Ahmedabad,"Fullerton Financial Holdings Pte Ltd (FFH) and Bertelsmann India Investments, Sistema Asia Fund and India Quotient. 
",Series D,42000000.0
255,2020-05-21,2020.0,5.0,No Worry No Tension Healthcare (NWNT),Healthcare,"Emotional health and mental health wellness

",Delhi,"Amit Burman, Chairman of Dabur India,
",Pre Series A,0.0
256,2020-05-05,2020.0,5.0,"Classplus

",EduTech,"e-learning, education solutions.",Noida,"RTP Global, lume Ventures, Sequoia Capital India's Surge, Spiral Ventures, and Strive.",Series A,9000000.0
257,2020-11-05,2020.0,11.0,Nykaa,E-commerce,Cosmetic and Beauty Products,Mumbai,Steadview Capital,Series F,8800000.0
258,2020-05-13,2020.0,5.0,Magicpin,E-commerce,E-commerce,Gurugram,"Lightspeed Venture Partners, along with the participation of Moonstone Investments, WaterBridge Venture, The Bunting Family Private Fund, and Srivatsan Rajan
",Series C,4000000.0
259,2020-05-18,2020.0,5.0,LetsTransport,Logistics Solution Provider,"Logistics, Transportation, Travel",Bengaluru,InnoVen Capital,Venture - Series Unknown,1700000.0
260,2020-09-04,2020.0,9.0,Vedantu,EduTech,Online Tutoring,Bengaluru,Legend Capital,Undisclosed Investors,12560000.0
261,2020-06-04,2020.0,6.0,Swiggy,Online Food Delivery,Online Food Delivery,Bengaluru,"Tencent, Ark Impact, Korea Investment Partners, Samsung Ventures, and Mirae Asset Capital Markets
",Undisclosed Investors,43000000.0
262,2020-08-04,2020.0,8.0,"Zupee
",Gaming,Gaming,Gurugram,"Matrix Partners India, Falcon Edge Capital, WestCap Group, Orios Venture Partners and Smile Group

",Series A,8000000.0
263,2020-07-04,2020.0,7.0,DeHaat,AgriTech,AgriTech,Patna,"Sequoia Capital India, FMO, Omnivore and AgFunder.",Series A,12000000.0
264,2020-04-15,2020.0,4.0,"BigBasket
",E-commerce,Online Grocery Delivery,Bengaluru,Alibaba Group,Debt Financing,50000000.0
265,2020-08-04,2020.0,8.0,Fingerlix,Food Delivery,Ready-to-Cook Food,Mumbai,"Accel, Zephyr Peacock, Swiggy, and RB Investments
",Series C,1800000.0
266,2020-03-31,2020.0,3.0,"Nykaa

",E-commerce,Cosmetic and Beauty Products,Mumbai, Steadview Capital,Series F,13000000.0
267,2020-02-04,2020.0,2.0,Recko,Digital Reconcilation and Financial Services,AI-powered Reconciliation of Digital Transactions ,Bengaluru,Vertex Ventures Southeast Asia and India and Prime Venture Partners,Series A,6000000.0
268,2020-04-03,2020.0,4.0,Soxytoes,E-commerce,Socks,Noida,Angel Networks,Angel,0.0
269,2020-02-03,2020.0,2.0,Chqbook.com,Finance,Financial Services,Gurugram,Aavishkaar Capital,Series A,5000000.0
270,2020-06-03,2020.0,6.0,"Paperboat
",E-commerce,Beverages and Snacks,Bengaluru,"Advent Management, A91 Emerging Fund, and Trifecta Venture.

",Debt Financing,4000000.0
271,2020-03-13,2020.0,3.0,CollegeKhabri,EduTech,Education,Bhopal,Vdiec Global,Angel,0.0
272,2020-12-03,2020.0,12.0,"FamPay
",Finance,Online Payment,Bengaluru,"Y Combinator, Venture Highway, Sequoia India, and GFC (Global Founders Capital). ",Seed,4700000.0
273,2020-12-03,2020.0,12.0,MultiLiving,Real Estate,Home Renting and Management ,Mumbai,Lodha Ventures,Series A,6000000.0
274,2020-12-03,2020.0,12.0,"Ola Electric
",Transport,Cab and Bike Taxi,Bengaluru,Pawan Munjal Family Trust,Series B,1000000.0
275,2020-12-03,2020.0,12.0,Mera Kisan ,Food Production,Organic Products,Pune,Ajinkya Rahane,Private Equity,0.0
276,2020-03-02,2020.0,3.0,1mg,E-commerce,Medicine,Gurugram,Bill & Melinda Gates Foundation ,Venture Series,10000000.0
277,2020-03-02,2020.0,3.0,RACEnergy,Transportation,Electric Vehicle,Hyderabad,GrowX Ventures,Seed,0.0
278,2020-01-31,2020.0,1.0,"Adonmo
",Advertising,Advertising,Hyderabad,BAce Capital,Pre-Series A,3000000.0
279,2020-01-31,2020.0,1.0,DoubtNut,Education,Online Tutoring,Gurugram,Tencent Holdings,Series A,15000000.0
280,2020-01-30,2020.0,1.0,MultiplyMyLeads,Real Estate,Real Estate,Delhi,Frontline Strategy Funds and SucSEED Venture Partners.,Venture Series,0.0
281,2020-03-02,2020.0,3.0,Embibe,EduTech,AI based learning,Mumbai,Reliance Industries Limited (RIL),Venture Series,12625020.0
282,2020-10-02,2020.0,10.0,"FirstCry
",E-commerce,Baby Products,Pune,Softbank Vision Fund,Series E,296000000.0
283,2020-10-02,2020.0,10.0,Pepperfry,E-commerce,Furniture,Mumbai,Pidilite Industries,Series F,37000000.0
284,2020-02-18,2020.0,2.0,MaxWholesale,E-commerce,B2B platform for groceries,Delhi,IAN Fund and Al Falaj Investment Co,Series A,3000000.0
285,2020-06-02,2020.0,6.0,Dot,Information Technology and Services,Information Technology and Services,Gurugram,PayU and Fosun RZ Capital,Seed,8000000.0
286,2020-05-02,2020.0,5.0,AlphaVector,Transport,Bicycles,Mumbai,Avaana Capital and Titan Capital,Venture Series ,0.0
287,2020-05-02,2020.0,5.0,WizKlub,EduTech,Online Tutoring,Bengaluru,Incubate Fund India and Insitor Impact Asia Fund,Seed,1000000.0
288,2020-02-14,2020.0,2.0,Friyey,Co-working Spaces,Co-working Spaces,Pune,Tarun Bhalla,Seed,0.0
289,2020-02-14,2020.0,2.0,Simsim,E-commerce,E-commerce,Delhi,Accel Partners,Series B,8000000.0
290,2020-11-02,2020.0,11.0,Moengage,Intelligent Marketing Cloud,Intelligent Marketing Cloud,San Francisco/ Bangalore,Eight Roads Ventures,Series C,25000000.0
291,2020-11-02,2020.0,11.0,Chaayos,Cafe,Tea,Delhi,"Think Investment, Tiger Global, SAIF Partners, Integrated Capital and Neeraj Arora and Innoven Capital

",Series B,21500000.0
292,2020-02-19,2020.0,2.0,Unacademy,EduTech,Online Tutoring,Bengaluru,"General Atlantic, Sequoia Capital India, and Facebook",Series D,110000000.0
293,2020-09-01,2020.0,9.0,BYJU’S,E-Tech,E-learning,Bengaluru,Tiger Global Management,Private Equity Round,200000000.0
294,2020-01-13,2020.0,1.0,Shuttl,Transportation,App based shuttle service,Gurugram,Susquehanna Growth Equity,Series C,8048394.0
295,2020-09-01,2020.0,9.0,Mamaearth,E-commerce,Retailer of baby and toddler products,Bengaluru,Sequoia Capital India,Series B,18358860.0
296,2020-02-01,2020.0,2.0,https://www.wealthbucket.in/,FinTech,Online Investment,Delhi,Vinod Khatumal,Pre-series A,3000000.0
297,2020-02-01,2020.0,2.0,Fashor,Fashion and Apparel,Embroiled Clothes For Women,Mumbai,Sprout Venture Partners,Seed Round,1800000.0
298,2020-01-13,2020.0,1.0,Pando,Logistics,"Open-market, freight management platform",Chennai,Chiratae Ventures,Series A,9000000.0
299,2020-10-01,2020.0,10.0,Zomato,Hospitality,Online Food Delivery Platform,Gurugram,Ant Financial,Private Equity Round,150000000.0
300,2019-12-12,2019.0,12.0,Ecozen,Technology,Agritech,Pune,Sathguru Catalyzer Advisors,Series A,6000000.0
301,2019-06-12,2019.0,6.0,CarDekho,E-Commerce,Automobile,Gurugram,Ping An Global Voyager Fund,Series D,70000000.0
302,2019-03-12,2019.0,3.0,Dhruva Space,Aerospace,Satellite Communication,Bengaluru,"Mumbai Angels, Ravikanth Reddy",Seed,50000000.0
303,2019-12-13,2019.0,12.0,Rivigo,Technology,Logistics Services and Solutions,Gurugram,"SAIF Partners, Spring Canter Investment Ltd.",Series F,20000000.0
304,2019-12-17,2019.0,12.0,Healthians,B2B-focused foodtech startup,Food Solutions For Corporate,Bengaluru,"Paytm, NPTK, Sabre Partners and Neoplux",Series C,12000000.0
305,2019-12-16,2019.0,12.0,Licious,E-Commerce,Online Meat And Seafood Ordering Startup,Bengaluru,Vertex Growth Fund,Series E,30000000.0
307,2019-12-14,2019.0,12.0,Trell,Video,Experience Discovery Platform,Bengaluru,Ruizheng Investment,Seed Round,2000000.0
308,2019-11-12,2019.0,11.0,Rein Games,Gaming,Real money based gaming startup,Noida,Manipal Education and Medical Group (MEMG),Seed Round,50000000.0
309,2019-12-20,2019.0,12.0,Lenskart.com,E-Commerce,Online Eyewear Shopping Portal,Faridabad,SoftBank Vision Fund,Series G,231000000.0
310,2019-11-13,2019.0,11.0,Freshworks,Software,Business and customer engagement tools,San Francisco,"Sequoia, CapitalG, Accel",Series H,150000000.0
311,2019-11-14,2019.0,11.0,Misters,Health and wellness,Men's Health and Wellness brand,Gurugram,"Sauce.vc, Rainforest Ventures",Series B,486000.0
312,2019-11-13,2019.0,11.0,Sunstone Eduversity Pvt. Ltd,Education,Elearning,Gurugram,"Prime Venture Partners, LetsVenture, PS1 Venture and GlobalLogic co-founder Rajul Garg",Seed,1500000.0
313,2019-11-17,2019.0,11.0,Burger Singh,Food and Beverage,Indian Burger Brand,Gurugram,RB Investments,Venture,0.0
314,2019-11-18,2019.0,11.0,Healthians,Health and Wellness,Healthcare services ,Gurugram,"DG Daiwa Ventures, DG Incubation",Series B,12000000.0
315,2019-11-15,2019.0,11.0,Ninjacart,B2B Marketing,Agritech ,Bengaluru,Trifecta Capital Advisors,Debt Funding,26000000.0
316,2019-11-20,2019.0,11.0,Aye Finance ,FinTech,Financial Services To MSMEs,Gurugram,FinTech,Debt Funding,17411265.0
317,2019-12-11,2019.0,12.0,SuperGaming ,Video Games,Social gaming platform,Pune,Dream Incubator,Seed Funding,1300000.0
318,2019-11-20,2019.0,11.0,Clumio,SaaS,Recovery software,"San Jose,","Altimeter Capital, Sutter Hill Ventures",Series C,135000000.0
319,2019-11-11,2019.0,11.0,eBikeGo,Last Mile Transportation,Electric bike rental,Amritsar,Startup Buddy,Seed,300000.0
320,2019-11-19,2019.0,11.0,Digital Mall Asia,E-Commerce,Virtual e-commerce platform,Delhi,Amour Infrastructure,Seed Funding,220000000.0
321,2019-11-18,2019.0,11.0,Medikabazaar,Healthcare,B2B platform for medical supplies,Mumbai,"Ackermans & van Haaren, HealthQuad, Rebright Partners, Toppan Printing",Series B,15800000.0
322,2019-11-15,2019.0,11.0,Vogo Automotive,Last Mile Transportation,Scooter sharing app,Kormangala,"Matrix Partners, Stellaris Venture Partners, Kalaari Capital",Series B,283000000.0
324,2019-11-25,2019.0,11.0,Paytm,FinTech,Mobile Wallet,Noida,Vijay Shekhar Sharma,Funding Round ,1000000000.0
325,2019-04-10,2019.0,4.0,Dunzo,Customer Service,Delivery Service,Bengaluru,Lightbox,Series D,45000000.0
326,2019-02-10,2019.0,2.0,Udaan,B2B,Business development,Bengaluru,"Altimeter Capital, DST Global",Series D,585000000.0
327,2019-10-21,2019.0,10.0,"The Man Company 
",Consumer Goods,Beauty and Grooming,Gurugram,Ayushmann Khurana,Corporate Round,0.0
328,2019-05-09,2019.0,5.0,FPL Technologies,FinTech,Financial Services,Pune,"Matrix Partners India, Sequoia India",Maiden Round,4500000.0
329,2019-04-09,2019.0,4.0,Cashflo,FinTech,Invoice discounting platform and SME lending marketplace,Mumbai,SAIF Partners,Series A,3300000.0
330,2019-04-09,2019.0,4.0,Digital F5,"Advertising, Marketing",Digital marketing firm,Mumbai,TIW Private Equity,Private Equity Round,6000000.0
331,2019-04-09,2019.0,4.0,3rdFlix,SaaS,Education Technology ,Hyderabad,Exfinity Venture Partners,pre-series A,5000000.0
332,2019-04-09,2019.0,4.0,75F,IoT,Building automation system,Burnsville,Breakthrough Energy Ventures,Series A,18000000.0
333,2019-04-09,2019.0,4.0,Myelin Foundry,Information Technology,Deep-technology,Bengaluru,Endiya Partners,Seed,1000000.0
334,2019-04-09,2019.0,4.0,Atomberg Technology,Consumer Technology,"Consumer Electronics, Home Appliances",Mumbai,A91 Partners,Series A,10000000.0
335,2019-04-09,2019.0,4.0,GOQii,Health and Wellness,Wearable Fitness Bands,Menlo Park,Bennett Coleman and Company Ltd (BCCL),Series C,450000000.0
336,2019-03-09,2019.0,3.0,Vyapar App,Accounting,Mobile-based Accounting Software,Bengaluru,"India Quotient, Axilor Ventures",Series A,5000000.0
338,2019-01-08,2019.0,1.0,CarDekho,E-Commerce,Automotive,Gurugram,SC GG India Mobility Holdings LLC,Series C,20000000.0
339,2019-01-08,2019.0,1.0,Progcap,Finance,Supply Chain Management,Delhi,Sequoia India,Series A,5000000.0
341,2019-01-08,2019.0,1.0,Alteria Capital,Finance,VC Funds,Mumbai,"Azim Premji, Binny Bansal",Single Venture,140000000.0
342,2019-01-08,2019.0,1.0,Pine Labs,Information Technology,Last-mile retail transaction technology,Noida,Pine Labs Pte Ltd,Corporate Round,38080000.0
343,2019-12-08,2019.0,12.0,Meesho,E-Commerce,Social Commerce,Bengaluru,Naspers,Series D,125000000.0
344,2019-08-13,2019.0,8.0,Cars24,E-Commerce,Car Retail,Gurugram,MS Dhoni,Series D,11000000.0
345,2019-08-13,2019.0,8.0,Uniphore,Customer Service Platform,Conversational AI,Palo Alto ,March Capital Partners,Series C,51000000.0
346,2019-08-23,2019.0,8.0,Zendrive,Automotive,Road Safety Analytics,San Francisco,XL Innovate,Series B,37000000.0
347,2019-08-23,2019.0,8.0,Lo! Foods,Consumer Goods,Low carb food for Diabetics,Bengaluru,"Rashmi Daga (founder, FreshMenu), Raveen Sastry (co-founder, Myntra) and Mitesh Shah (finance chief, BookMyShow)",Seed Round,500000.0
348,2019-08-23,2019.0,8.0,Tala,FinTech,Digital Lending Platform,Santa Monica,RPS Ventures,Series D,110000000.0
349,2019-08-22,2019.0,8.0,INDwealth,FinTech,Wealth Management,Gurugram,Tiger Global Management,Venture Round,15000000.0
350,2019-08-21,2019.0,8.0,HungerBox,Food and Beverage,B2B Foodtech,Bengaluru,One97 Communications Ltd.,Series C,6590000.0
351,2019-08-23,2019.0,8.0,AdmitKard,EdTech,University Admissions,Noida,Growth DNA,Seed Round,1000000.0
352,2019-08-19,2019.0,8.0,Mishry Reviews,Services,Product Review,Gurugram,Vir Sanghvi,Series A,0.0
